Assuming page size is 4 KB
8
8

Global6: Testing associativity of L1 TLB.
   entries, array size (KB), stride (KB), latency
   25,    1.56, 0.062500, 186.454785
   25,    1.95, 0.078125, 186.740332
   25,    2.15, 0.085938, 186.554102
   25,    2.54, 0.101562, 186.744043
   25,    3.12, 0.125000, 186.449414
   25,    3.71, 0.148438, 186.829395
   25,    4.49, 0.179688, 186.710254
   25,    5.27, 0.210938, 186.853613
   25,    6.25, 0.250000, 186.466504
   25,    7.42, 0.296875, 186.835449
   25,    8.79, 0.351562, 186.458496
   25,   10.55, 0.421875, 186.821484
   25,   12.50, 0.500000, 186.462012
   25,   14.84, 0.593750, 186.815137
   25,   17.77, 0.710938, 187.090039
   25,   21.09, 0.843750, 186.848828
   25,   25.00, 1.000000, 186.450000
   25,   29.69, 1.187500, 186.855859
   25,   35.35, 1.414062, 186.383203
   25,   41.99, 1.679688, 187.201953
   25,   50.00, 2.000000, 186.529297
   25,   59.38, 2.375000, 186.928809
   25,   70.70, 2.828125, 186.476270
   25,   84.18, 3.367188, 186.591504
   25,  100.00, 4.000000, 186.550098
   25,  118.95, 4.757812, 186.928613
   25,  141.41, 5.656250, 186.606152
   25,  168.16, 6.726562, 186.929785
   25,  200.00, 8.000000, 186.564063
   25,  237.89, 9.515625, 186.717773
   25,  282.81, 11.312500, 186.381836
   25,  336.33, 13.453125, 187.010059
   25,  400.00, 16.000000, 186.450195
   25,  475.59, 19.023438, 186.821582
   25,  565.62, 22.625000, 186.462305
   25,  672.66, 26.906250, 186.728418
   25,  800.00, 32.000000, 186.534570
   25,  951.37, 38.054688, 187.007422
   25, 1131.45, 45.257812, 186.464258
   25, 1345.51, 53.820312, 186.212402
   25, 1600.00, 64.000000, 186.567773
   25, 1902.73, 76.109375, 187.091992
   25, 2262.70, 90.507812, 193.998437
   25, 2690.82, 107.632812, 195.673438
   25, 3200.00, 128.000000, 197.495996
   25, 3805.47, 152.218750, 198.145215
   25, 4525.39, 181.015625, 197.600488
   25, 5381.64, 215.265625, 197.450391
   25, 6400.00, 256.000000, 197.417090
   25, 7610.94, 304.437500, 197.808398
   25, 9050.98, 362.039062, 197.596973
   25, 10763.48, 430.539062, 197.151172
   25, 12800.00, 512.000000, 197.511719
   25, 15221.88, 608.875000, 197.514160
   25, 18101.95, 724.078125, 197.163281
   25, 21526.95, 861.078125, 197.450000
   25, 25600.00, 1024.000000, 197.366211
   25, 30443.75, 1217.750000, 197.610938
   25, 36203.91, 1448.156250, 197.318359
   25, 43053.91, 1722.156250, 197.366113
   25, 51200.00, 2048.000000, 197.443555
   25, 60887.50, 2435.500000, 197.480176
   25, 72407.81, 2896.312500, 197.306641
   25, 86107.81, 3444.312500, 197.441992
   25, 102400.00, 4096.000000, 197.418164
   25, 121774.80, 4870.992188, 197.365137
   25, 144815.43, 5792.617188, 197.579785
   25, 172215.62, 6888.625000, 197.631152
   25, 204800.00, 8192.000000, 197.489844
   25, 243549.61, 9741.984375, 197.342480
   25, 289630.86, 11585.234375, 197.401563
   25, 344431.25, 13777.250000, 197.432031
   25, 409600.00, 16384.000000, 197.418262
   25, 487099.22, 19483.968750, 197.349414
   25, 579261.91, 23170.476562, 197.574121
   25, 688862.30, 27554.492188, 197.618066
   25, 819200.00, 32768.000000, 197.441895
   25, 974198.44, 38967.937500, 197.351562
   25, 1158523.83, 46340.953125, 197.323730
   25, 1377724.61, 55108.984375, 197.630273
   26,    0.20, 0.007812, 187.632520
   26,    0.20, 0.007812, 187.799805
   26,    0.20, 0.007812, 187.637695
   26,    0.41, 0.015625, 186.935156
   26,    0.41, 0.015625, 186.752344
   26,    0.41, 0.015625, 186.951855
   26,    0.61, 0.023438, 186.706738
   26,    0.61, 0.023438, 186.880859
   26,    0.81, 0.031250, 186.773340
   26,    1.02, 0.039062, 186.754590
   26,    1.22, 0.046875, 186.331934
   26,    1.42, 0.054688, 186.589746
   26,    1.62, 0.062500, 186.432715
   26,    2.03, 0.078125, 186.801172
   26,    2.23, 0.085938, 186.607910
   26,    2.64, 0.101562, 186.786133
   26,    3.25, 0.125000, 186.435449
   26,    3.86, 0.148438, 186.775000
   26,    4.67, 0.179688, 186.744922
   26,    5.48, 0.210938, 186.787012
   26,    6.50, 0.250000, 186.500977
   26,    7.72, 0.296875, 186.781836
   26,    9.14, 0.351562, 186.441504
   26,   10.97, 0.421875, 186.874414
   26,   13.00, 0.500000, 186.397168
   26,   15.44, 0.593750, 186.882324
   26,   18.48, 0.710938, 187.011621
   26,   21.94, 0.843750, 186.772461
   26,   26.00, 1.000000, 186.488574
   26,   30.88, 1.187500, 186.779297
   26,   36.77, 1.414062, 186.320117
   26,   43.67, 1.679688, 187.100293
   26,   52.00, 2.000000, 186.588770
   26,   61.75, 2.375000, 186.935352
   26,   73.53, 2.828125, 186.505078
   26,   87.55, 3.367188, 186.534277
   26,  104.00, 4.000000, 186.501270
   26,  123.70, 4.757812, 186.840039
   26,  147.06, 5.656250, 186.672461
   26,  174.89, 6.726562, 186.963086
   26,  208.00, 8.000000, 186.595801
   26,  247.41, 9.515625, 186.791895
   26,  294.12, 11.312500, 186.340137
   26,  349.78, 13.453125, 187.036621
   26,  416.00, 16.000000, 186.491113
   26,  494.61, 19.023438, 186.884375
   26,  588.25, 22.625000, 186.455859
   26,  699.56, 26.906250, 186.717676
   26,  832.00, 32.000000, 186.531055
   26,  989.42, 38.054688, 187.045117
   26, 1176.70, 45.257812, 186.412500
   26, 1399.33, 53.820312, 186.299902
   26, 1664.00, 64.000000, 186.489453
   26, 1978.84, 76.109375, 187.122852
   26, 2353.20, 90.507812, 194.062109
   26, 2798.45, 107.632812, 195.798242
   26, 3328.00, 128.000000, 197.452832
   26, 3957.69, 152.218750, 198.087500
   26, 4706.41, 181.015625, 197.538965
   26, 5596.91, 215.265625, 197.471484
   26, 6656.00, 256.000000, 197.471875
   26, 7915.38, 304.437500, 197.738867
   26, 9413.02, 362.039062, 197.635352
   26, 11194.02, 430.539062, 197.245313
   26, 13312.00, 512.000000, 197.469434
   26, 15830.75, 608.875000, 197.488867
   26, 18826.03, 724.078125, 197.216797
   26, 22388.03, 861.078125, 197.508887
   26, 26624.00, 1024.000000, 197.390820
   26, 31661.50, 1217.750000, 197.559082
   26, 37652.06, 1448.156250, 197.282617
   26, 44776.06, 1722.156250, 197.326562
   26, 53248.00, 2048.000000, 197.450684
   26, 63323.00, 2435.500000, 197.511133
   26, 75304.12, 2896.312500, 197.282520
   26, 89552.12, 3444.312500, 197.403516
   26, 106496.00, 4096.000000, 197.454297
   26, 126645.80, 4870.992188, 197.417676
   26, 150608.05, 5792.617188, 197.569824
   26, 179104.25, 6888.625000, 197.558203
   26, 212992.00, 8192.000000, 197.537402
   26, 253291.59, 9741.984375, 197.309375
   26, 301216.09, 11585.234375, 197.376758
   26, 358208.50, 13777.250000, 197.505859
   26, 425984.00, 16384.000000, 197.437988
   26, 506583.19, 19483.968750, 197.405273
   26, 602432.39, 23170.476562, 197.628906
   26, 716416.80, 27554.492188, 197.573340
   26, 851968.00, 32768.000000, 197.368555
   26, 1013166.38, 38967.937500, 197.415820
   26, 1204864.78, 46340.953125, 197.295508
   26, 1432833.59, 55108.984375, 197.563379
   27,    0.21, 0.007812, 187.626758
   27,    0.21, 0.007812, 187.758008
   27,    0.21, 0.007812, 187.630664
   27,    0.42, 0.015625, 186.882520
   27,    0.42, 0.015625, 186.716797
   27,    0.42, 0.015625, 186.872656
   27,    0.63, 0.023438, 186.737500
   27,    0.63, 0.023438, 186.856641
   27,    0.84, 0.031250, 186.737598
   27,    1.05, 0.039062, 186.753320
   27,    1.27, 0.046875, 186.323242
   27,    1.48, 0.054688, 186.649121
   27,    1.69, 0.062500, 186.395605
   27,    2.11, 0.078125, 186.833789
   27,    2.32, 0.085938, 186.625586
   27,    2.74, 0.101562, 186.832324
   27,    3.38, 0.125000, 186.474414
   27,    4.01, 0.148438, 186.828516
   27,    4.85, 0.179688, 186.716699
   27,    5.70, 0.210938, 186.754883
   27,    6.75, 0.250000, 186.451660
   27,    8.02, 0.296875, 186.814551
   27,    9.49, 0.351562, 186.389844
   27,   11.39, 0.421875, 186.871973
   27,   13.50, 0.500000, 186.466602
   27,   16.03, 0.593750, 186.813184
   27,   19.20, 0.710938, 187.038672
   27,   22.78, 0.843750, 186.802344
   27,   27.00, 1.000000, 186.469043
   27,   32.06, 1.187500, 186.728418
   27,   38.18, 1.414062, 186.300098
   27,   45.35, 1.679688, 187.159277
   27,   54.00, 2.000000, 186.543359
   27,   64.12, 2.375000, 186.882520
   27,   76.36, 2.828125, 186.556836
   27,   90.91, 3.367188, 186.589063
   27,  108.00, 4.000000, 186.529492
   27,  128.46, 4.757812, 186.906152
   27,  152.72, 5.656250, 186.636426
   27,  181.62, 6.726562, 186.981348
   27,  216.00, 8.000000, 186.493555
   27,  256.92, 9.515625, 186.727637
   27,  305.44, 11.312500, 186.308887
   27,  363.23, 13.453125, 187.079980
   27,  432.00, 16.000000, 186.530664
   27,  513.63, 19.023438, 186.919922
   27,  610.88, 22.625000, 186.446875
   27,  726.47, 26.906250, 186.669727
   27,  864.00, 32.000000, 186.471387
   27, 1027.48, 38.054688, 187.052344
   27, 1221.96, 45.257812, 186.552148
   27, 1453.15, 53.820312, 186.320410
   27, 1728.00, 64.000000, 186.420996
   27, 2054.95, 76.109375, 187.157910
   27, 2443.71, 90.507812, 194.203516
   27, 2906.09, 107.632812, 195.406738
   27, 3456.00, 128.000000, 197.421680
   27, 4109.91, 152.218750, 198.065039
   27, 4887.42, 181.015625, 197.569922
   27, 5812.17, 215.265625, 197.531738
   27, 6912.00, 256.000000, 197.495801
   27, 8219.81, 304.437500, 197.700781
   27, 9775.05, 362.039062, 197.652344
   27, 11624.55, 430.539062, 197.197168
   27, 13824.00, 512.000000, 197.415332
   27, 16439.62, 608.875000, 197.532324
   27, 19550.11, 724.078125, 197.165430
   27, 23249.11, 861.078125, 197.431934
   27, 27648.00, 1024.000000, 197.387012
   27, 32879.25, 1217.750000, 197.374316
   27, 39100.22, 1448.156250, 197.322754
   27, 46498.22, 1722.156250, 197.314844
   27, 55296.00, 2048.000000, 197.491895
   27, 65758.50, 2435.500000, 197.452344
   27, 78200.44, 2896.312500, 197.337988
   27, 92996.44, 3444.312500, 197.454199
   27, 110592.00, 4096.000000, 197.408301
   27, 131516.79, 4870.992188, 197.353711
   27, 156400.66, 5792.617188, 197.591992
   27, 185992.88, 6888.625000, 197.541113
   27, 221184.00, 8192.000000, 197.509277
   27, 263033.58, 9741.984375, 197.290527
   27, 312801.33, 11585.234375, 197.432422
   27, 371985.75, 13777.250000, 197.551270
   27, 442368.00, 16384.000000, 197.499316
   27, 526067.16, 19483.968750, 197.388965
   27, 625602.87, 23170.476562, 197.661230
   27, 743971.29, 27554.492188, 197.616016
   27, 884736.00, 32768.000000, 197.404980
   27, 1052134.31, 38967.937500, 197.436816
   27, 1251205.73, 46340.953125, 197.333398
   27, 1487942.58, 55108.984375, 197.530469
   28,    0.22, 0.007812, 187.633496
   28,    0.22, 0.007812, 187.755469
   28,    0.22, 0.007812, 187.618750
   28,    0.44, 0.015625, 186.833008
   28,    0.44, 0.015625, 186.634180
   28,    0.44, 0.015625, 186.845508
   28,    0.66, 0.023438, 186.748340
   28,    0.66, 0.023438, 186.919922
   28,    0.88, 0.031250, 186.676953
   28,    1.09, 0.039062, 186.697754
   28,    1.31, 0.046875, 186.323438
   28,    1.53, 0.054688, 186.729297
   28,    1.75, 0.062500, 186.362305
   28,    2.19, 0.078125, 186.861328
   28,    2.41, 0.085938, 186.583691
   28,    2.84, 0.101562, 186.863672
   28,    3.50, 0.125000, 186.503516
   28,    4.16, 0.148438, 186.746582
   28,    5.03, 0.179688, 186.746875
   28,    5.91, 0.210938, 186.780371
   28,    7.00, 0.250000, 186.492969
   28,    8.31, 0.296875, 186.864062
   28,    9.84, 0.351562, 186.417188
   28,   11.81, 0.421875, 186.853320
   28,   14.00, 0.500000, 186.524316
   28,   16.62, 0.593750, 186.790234
   28,   19.91, 0.710938, 187.077539
   28,   23.62, 0.843750, 186.790527
   28,   28.00, 1.000000, 186.503223
   28,   33.25, 1.187500, 186.715527
   28,   39.59, 1.414062, 186.339453
   28,   47.03, 1.679688, 187.189941
   28,   56.00, 2.000000, 186.512891
   28,   66.50, 2.375000, 186.855664
   28,   79.19, 2.828125, 186.492383
   28,   94.28, 3.367188, 186.543848
   28,  112.00, 4.000000, 186.482715
   28,  133.22, 4.757812, 186.944434
   28,  158.38, 5.656250, 186.671094
   28,  188.34, 6.726562, 186.949121
   28,  224.00, 8.000000, 186.489746
   28,  266.44, 9.515625, 186.778906
   28,  316.75, 11.312500, 186.289941
   28,  376.69, 13.453125, 187.069531
   28,  448.00, 16.000000, 186.483691
   28,  532.66, 19.023438, 186.932813
   28,  633.50, 22.625000, 186.498633
   28,  753.38, 26.906250, 186.704199
   28,  896.00, 32.000000, 186.503613
   28, 1065.53, 38.054688, 186.987402
   28, 1267.22, 45.257812, 186.583398
   28, 1506.97, 53.820312, 186.309668
   28, 1792.00, 64.000000, 186.508398
   28, 2131.06, 76.109375, 193.739648
   28, 2534.22, 90.507812, 194.229102
   28, 3013.72, 107.632812, 195.470020
   28, 3584.00, 128.000000, 197.380176
